"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"bin_cph_ra.699"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Mediterraneibacter"	"Mediterraneibacter torques"
"bin_cph_ra.7"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"JG1575"	"Unclassified_JG1575"
"bin_cph_ra.701"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"bin_cph_ra.708"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Brachymonas"	"Unclassified_Brachymonas"
"bin_cph_ra.71"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes hadrus_A"
"bin_cph_ra.710"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chitinibacteraceae"	"Formivibrio"	"Unclassified_Formivibrio"
"bin_cph_ra.723"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"RFP12"	"UBA1067"	"Unclassified_UBA1067"	"Unclassified_UBA1067"
"bin_cph_ra.732"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"LMDS01"	"Unclassified_LMDS01"
"bin_cph_ra.740"	"Archaea"	"Methanobacteriota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobrevibacter_A"	"Methanobrevibacter_A smithii_A"
"bin_cph_ra.745"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus paracasei"
"bin_cph_ra.765"	"Bacteria"	"Firmicutes"	"Bacilli"	"RF39"	"UBA660"	"CAG-417"	"CAG-417 sp000432835"
"bin_cph_ra.766"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Unclassified_Prevotella"
"bin_cph_ra.788"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Unclassified_Neisseriaceae"	"Unclassified_Neisseriaceae"
"bin_cph_ra.792"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	"Sulfurimonas"	"Unclassified_Sulfurimonas"
"bin_cph_ra.795"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"JAGOZV01"	"JAGOZV01"	"Unclassified_JAGOZV01"
"bin_cph_ra.80"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"Unclassified_Propionivibrio"
"bin_cph_ra.821"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"OLB17"	"Unclassified_OLB17"
"bin_cph_ra.825"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Fen-336"	"Fen-336"	"WYBL01"	"Unclassified_WYBL01"
"bin_cph_ra.826"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Acidimicrobiales"	"JAAYBP01"	"Aquihabitans"	"Unclassified_Aquihabitans"
"bin_cph_ra.833"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Unclassified_Kaistella"
"bin_cph_ra.839"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"LD1-PB3"	"Lenti-01"	"Lenti-01"	"Unclassified_Lenti-01"
"bin_cph_ra.848"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"bin_cph_ra.851"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Unclassified_Streptococcus"
"bin_cph_ra.857"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Unclassified_Propionibacteriaceae"	"Unclassified_Propionibacteriaceae"
"bin_cph_ra.867"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"JAGOEY01"	"Unclassified_JAGOEY01"
"bin_cph_ra.868"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Dermatophilaceae"	"Unclassified_Dermatophilaceae"	"Unclassified_Dermatophilaceae"
"bin_cph_ra.87"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-138"	"CAG-1024"	"CAG-1024 sp000432015"
"bin_cph_ra.876"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"TH1-2"	"Terricaulis"	"Unclassified_Terricaulis"
"bin_cph_ra.878"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteimonas"	"Unclassified_Luteimonas"
"bin_cph_ra.880"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Coprococcus_A"	"Coprococcus_A catus"
"bin_cph_ra.885"	"Bacteria"	"Firmicutes_B"	"TC1"	"Unclassified_TC1"	"Unclassified_TC1"	"Unclassified_TC1"	"Unclassified_TC1"
"bin_cph_ra.909"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Lawsonibacter"	"Lawsonibacter asaccharolyticus"
"bin_cph_ra.910"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Unclassified_Aliarcobacter"
"bin_cph_ra.911"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Empedobacter"	"Unclassified_Empedobacter"
"bin_cph_ra.922"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus lactis"
"bin_cph_ra.926"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Luteococcus"	"Unclassified_Luteococcus"
"bin_cph_ra.927"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"UBA3818"	"Unclassified_UBA3818"
"bin_cph_ra.93"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"bin_cph_ra.930"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"PHOS-HE28"	"PHOS-HE28"	"Unclassified_PHOS-HE28"
"bin_cph_ra.933"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus yeei"
"bin_cph_ra.941"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Azovibrio"	"Unclassified_Azovibrio"
"bin_cph_ra.945"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"UBA1924"	"GCA-016699835"	"Unclassified_GCA-016699835"
"bin_cph_ra.947"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"UBA2250"	"Unclassified_UBA2250"
"bin_cph_ra.951"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Onthomonas"	"Onthomonas sp900545815"
"bin_cph_ra.954"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Veillonellales"	"Dialisteraceae"	"Dialister"	"Dialister hominis"
"bin_cph_ra.958"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_A"	"Pseudomonas_A stutzeri_AL"
"bin_cph_ra.962"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinilabiliaceae"	"Saccharicrinis"	"Unclassified_Saccharicrinis"
"bin_cph_ra.972"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Tissierellales"	"Peptoniphilaceae"	"Unclassified_Peptoniphilaceae"	"Unclassified_Peptoniphilaceae"
"bin_cph_ra.984"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Mycobacteriales"	"Mycobacteriaceae"	"Skermania"	"Skermania piniformis"
"bin_cph_ra.991"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes hadrus"
"bin_cph_ra.996"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Fen-336"	"Fen-336"	"Unclassified_Fen-336"	"Unclassified_Fen-336"
"bin_cph_ra.999"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Roseburia"	"Roseburia inulinivorans"
"bin_cph_rl.1011"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Aquabacterium_A"	"Unclassified_Aquabacterium_A"
"bin_cph_rl.1015"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Ahniellaceae"	"0-14-3-00-62-12"	"Unclassified_0-14-3-00-62-12"
"bin_cph_rl.1030"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"	"Gemmobacter sp018798885"
"bin_cph_rl.1044"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes merdavium"
"bin_cph_rl.1059"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Dactylopiibacterium"	"Unclassified_Dactylopiibacterium"
"bin_cph_rl.1072"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Limisoma"	"Limisoma sp000437795"
"bin_cph_rl.1076"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"Terrimesophilobacter"	"Unclassified_Terrimesophilobacter"
"bin_cph_rl.1079"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Unclassified_Streptococcus"
"bin_cph_rl.1088"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium_A"	"Carnobacterium_A inhibens"
"bin_cph_rl.1090"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Nanoperiomorbaceae"	"GCA-016699895"	"Unclassified_GCA-016699895"
"bin_cph_rl.1111"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Frigididesulfovibrio"	"Unclassified_Frigididesulfovibrio"
"bin_cph_rl.1115"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Rhodoferax"	"Unclassified_Rhodoferax"
"bin_cph_rl.1118"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"JAAYJT01"	"JAAYJT01"	"Unclassified_JAAYJT01"
"bin_cph_rl.1122"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"Cloacimonadaceae"	"Syntrophosphaera"	"Syntrophosphaera sp012516855"
"bin_cph_rl.1123"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Unclassified_Aliarcobacter"
"bin_cph_rl.1146"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Unclassified_Sphingobium"
"bin_cph_rl.1152"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Thiobacillaceae"	"Thiobacillus"	"Unclassified_Thiobacillus"
"bin_cph_rl.1167"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadaceae"	"Saccharimonas"	"Unclassified_Saccharimonas"
"bin_cph_rl.1185"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Acutalibacteraceae"	"Ruminococcus_E"	"Ruminococcus_E sp900314705"
"bin_cph_rl.1218"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"JAGOWQ01"	"Unclassified_JAGOWQ01"
"bin_cph_rl.1221"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"Unclassified_Propionivibrio"
"bin_cph_rl.1230"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Brachymonas"	"Unclassified_Brachymonas"
"bin_cph_rl.1246"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus garvieae"
"bin_cph_rl.1249"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"26B sp016894345"
"bin_cph_rl.1279"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	"Rothia sp002418375"
"bin_cph_rl.1287"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Aggregatilineales"	"Aggregatilineaceae"	"UBA2029"	"Unclassified_UBA2029"
"bin_cph_rl.1309"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"bin_cph_rl.1320"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Frigididesulfovibrio"	"Unclassified_Frigididesulfovibrio"
"bin_cph_rl.1345"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Mycobacteriales"	"Pseudonocardiaceae"	"Amycolatopsis"	"Amycolatopsis keratiniphila"
"bin_cph_rl.1348"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Empedobacter"	"Unclassified_Empedobacter"
"bin_cph_rl.1352"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	"Dysgonomonas sp011299555"
"bin_cph_rl.1366"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Tissierellales"	"Peptoniphilaceae"	"JAAZME01"	"JAAZME01 sp012798975"
"bin_cph_rl.1374"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Pseudorhodoferax"	"Unclassified_Pseudorhodoferax"
"bin_cph_rl.1376"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes_A"	"Alistipes_A ihumii"
"bin_cph_rl.1388"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"49-20"	"Unclassified_49-20"
"bin_cph_rl.1403"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfomicrobiaceae"	"Desulfomicrobium"	"Unclassified_Desulfomicrobium"
"bin_cph_rl.155"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"UBA933"	"Unclassified_UBA933"
"bin_cph_rl.16"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Sebaldella"	"Unclassified_Sebaldella"
"bin_cph_rl.172"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"73-13"	"Unclassified_73-13"
"bin_cph_rl.176"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospira"	"Lachnospira rogosae_A"
"bin_cph_rl.185"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium angulatum"
"bin_cph_rl.187"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Cellulomonadaceae"	"Unclassified_Cellulomonadaceae"	"Unclassified_Cellulomonadaceae"
"bin_cph_rl.195"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Halothiobacillales"	"Halothiobacillaceae"	"Halothiobacillus"	"Unclassified_Halothiobacillus"
"bin_cph_rl.216"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Mariniflexile"	"Unclassified_Mariniflexile"
"bin_cph_rl.222"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Acidimicrobiales"	"Ilumatobacteraceae"	"Kalu-18"	"Kalu-18 sp016700055"
"bin_cph_rl.229"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Rhodoferax"	"Rhodoferax sp017997975"
"bin_cph_rl.234"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"bin_cph_rl.264"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"Conyzicola"	"Unclassified_Conyzicola"
"bin_cph_rl.272"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Epilithonimonas"	"Unclassified_Epilithonimonas"
"bin_cph_rl.278"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA1547"	"UBA6175"	"Unclassified_UBA6175"
"bin_cph_rl.29"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paenirhodobacter"	"Unclassified_Paenirhodobacter"
"bin_cph_rl.292"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Brevilactibacter"	"Unclassified_Brevilactibacter"
"bin_cph_rl.297"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	"Victivallis"	"Unclassified_Victivallis"
"bin_cph_rl.299"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"bin_cph_rl.302"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"Phascolarctobacterium_A"	"Phascolarctobacterium_A succinatutens"
"bin_cph_rl.307"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudogemmobacter"	"Unclassified_Pseudogemmobacter"
"bin_cph_rl.312"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Unclassified_Prevotella"
"bin_cph_rl.319"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"UBA5518"	"UBA5518"	"UBA5518 sp016718385"
"bin_cph_rl.327"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"JAGOEY01"	"Unclassified_JAGOEY01"
"bin_cph_rl.328"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	"Micavibrio_A"	"Unclassified_Micavibrio_A"
"bin_cph_rl.329"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"UBA5066"	"UBA5066"	"UBA5066"	"UBA5066 sp017999215"
"bin_cph_rl.35"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ottowia"	"Unclassified_Ottowia"
"bin_cph_rl.365"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_F"	"Enterococcus_F saccharolyticus"
"bin_cph_rl.367"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA2112"	"UBA2112"	"Unclassified_UBA2112"
"bin_cph_rl.378"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Aquabacterium"	"Unclassified_Aquabacterium"
"bin_cph_rl.381"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Sphingobium sp016000085"
"bin_cph_rl.390"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Unclassified_Flavobacteriaceae"	"Unclassified_Flavobacteriaceae"
"bin_cph_rl.401"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Veillonellales"	"Megasphaeraceae"	"Megasphaera"	"Megasphaera sp000417505"
"bin_cph_rl.41"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Amniculibacterium"	"Unclassified_Amniculibacterium"
"bin_cph_rl.413"	"Bacteria"	"Spirochaetota"	"UBA4802"	"UBA4802"	"UBA5368"	"MVZN01"	"MVZN01 sp002069125"
"bin_cph_rl.427"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Barnesiella"	"Barnesiella intestinihominis"
"bin_cph_rl.44"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Unclassified_Neisseriaceae"	"Unclassified_Neisseriaceae"
"bin_cph_rl.444"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Unclassified_Propionibacteriaceae"	"Unclassified_Propionibacteriaceae"
"bin_cph_rl.451"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"VadinHA17"	"LD21"	"Unclassified_LD21"
"bin_cph_rl.455"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_C"	"Unclassified_Pseudomonas_C"
"bin_cph_rl.461"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Unclassified_Aliarcobacter"
"bin_cph_rl.471"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"UBA5335"	"UBA5335"	"Macondimonas"	"Unclassified_Macondimonas"
"bin_cph_rl.484"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Unclassified_Acinetobacter"
"bin_cph_rl.492"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E kielensis"
"bin_cph_rl.494"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Prevotella sp003447235"
"bin_cph_rl.502"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichia_A"	"Unclassified_Leptotrichia_A"
"bin_cph_rl.510"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax"	"Unclassified_Acidovorax"
"bin_cph_rl.512"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cardiobacteriales"	"Wohlfahrtiimonadaceae"	"BHEQ01"	"Unclassified_BHEQ01"
"bin_cph_rl.519"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"Unclassified_Propionivibrio"
"bin_cph_rl.531"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"T78"	"Unclassified_T78"
"bin_cph_rl.551"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Variovorax"	"Unclassified_Variovorax"
"bin_cph_rl.573"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Peptostreptococcales"	"Acidaminobacteraceae"	"Fusibacter_C"	"Unclassified_Fusibacter_C"
"bin_cph_rl.575"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Pygmaiobacter"	"Unclassified_Pygmaiobacter"
"bin_cph_rl.590"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Thauera"	"Unclassified_Thauera"
"bin_cph_rl.594"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"VadinHA17"	"LD21"	"Unclassified_LD21"
"bin_cph_rl.602"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Unclassified_Burkholderiaceae"	"Unclassified_Burkholderiaceae"
"bin_cph_rl.604"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"JAGOXX01"	"Unclassified_JAGOXX01"
"bin_cph_rl.62"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"RF32"	"CAG-239"	"51-20"	"51-20 sp001917175"
"bin_cph_rl.623"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Algoriphagus"	"Unclassified_Algoriphagus"
"bin_cph_rl.634"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Unclassified_Stenotrophomonas"
"bin_cph_rl.636"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"JAABQG01"	"JAABQG01 sp016721925"
"bin_cph_rl.639"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Hydrogenophaga"	"Hydrogenophaga pseudoflava"
"bin_cph_rl.64"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Hydrogenophaga"	"Unclassified_Hydrogenophaga"
"bin_cph_rl.644"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sandaracinobacter"	"Unclassified_Sandaracinobacter"
"bin_cph_rl.647"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sandaracinobacter"	"Unclassified_Sandaracinobacter"
"bin_cph_rl.672"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Agriterribacter"	"Unclassified_Agriterribacter"
"bin_cph_rl.675"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"JAGOWQ01"	"JAGOWQ01 sp018060185"
